{'City': '0', 'TotalValue': '30'}
{'City': '2389', 'TotalValue': '13546'}
{'City': '2390', 'TotalValue': '13573'}
{'City': '2391', 'TotalValue': '13573'}
{'City': '2392', 'TotalValue': '13573'}
{'City': '2393', 'TotalValue': '13613'}
{'City': '2394', 'TotalValue': '13625'}
{'City': '2395', 'TotalValue': '13627'}
{'City': '2396', 'TotalValue': '13639'}
{'City': '2397', 'TotalValue': '13644'}
{'City': '2398', 'TotalValue': '13655'}
{'City': '2399', 'TotalValue': '13660'}
{'City': '2400', 'TotalValue': '13661'}
{'City': '2401', 'TotalValue': '13662'}
{'City': '2402', 'TotalValue': '13671'}
{'City': '2403', 'TotalValue': '13675'}
{'City': '2404', 'TotalValue': '13736'}
{'City': '2405', 'TotalValue': '13740'}
{'City': '2406', 'TotalValue': '13756'}
{'City': '2407', 'TotalValue': '13759'}
{'City': '2408', 'TotalValue': '13781'}
{'City': '2409', 'TotalValue': '13782'}
{'City': '2410', 'TotalValue': '13819'}
{'City': '2411', 'TotalValue': '13855'}
{'City': '2412', 'TotalValue': '13894'}
{'City': '2413', 'TotalValue': '13898'}
{'City': '2414', 'TotalValue': '15158'}
{'City': '2415', 'TotalValue': '15158'}
{'City': '2416', 'TotalValue': '15158'}
{'City': '2417', 'TotalValue': '15158'}
{'City': '2418', 'TotalValue': '15158'}
{'City': '2419', 'TotalValue': '15158'}
{'City': '2420', 'TotalValue': '15158'}
{'City': '2421', 'TotalValue': '15158'}
{'City': '2422', 'TotalValue': '15158'}
{'City': '2423', 'TotalValue': '15166'}
{'City': '2424', 'TotalValue': '15175'}
{'City': '2425', 'TotalValue': '15195'}
{'City': '2426', 'TotalValue': '15208'}
{'City': '2427', 'TotalValue': '15266'}
{'City': '2428', 'TotalValue': '15315'}
{'City': '2429', 'TotalValue': '15349'}
{'City': '2430', 'TotalValue': '15358'}
{'City': '2431', 'TotalValue': '15359'}
{'City': '2432', 'TotalValue': '15361'}
{'City': '2433', 'TotalValue': '15362'}
{'City': '2434', 'TotalValue': '15363'}
{'City': '2435', 'TotalValue': '15364'}
{'City': '2436', 'TotalValue': '15368'}
{'City': '2437', 'TotalValue': '15369'}
{'City': '2438', 'TotalValue': '15371'}
{'City': '2439', 'TotalValue': '13898'}
{'City': '2440', 'TotalValue': '13943'}
{'City': '2441', 'TotalValue': '13950'}
{'City': '2442', 'TotalValue': '13950'}
{'City': '2443', 'TotalValue': '13955'}
{'City': '2444', 'TotalValue': '13955'}
{'City': '2445', 'TotalValue': '14028'}
{'City': '2446', 'TotalValue': '14078'}
{'City': '2447', 'TotalValue': '14079'}
{'City': '2448', 'TotalValue': '14093'}
{'City': '2449', 'TotalValue': '14102'}
{'City': '2450', 'TotalValue': '14125'}
{'City': '2451', 'TotalValue': '14172'}
{'City': '2452', 'TotalValue': '14174'}
{'City': '2453', 'TotalValue': '14177'}
{'City': '2454', 'TotalValue': '14182'}
{'City': '2455', 'TotalValue': '14207'}
{'City': '2456', 'TotalValue': '14207'}
{'City': '2457', 'TotalValue': '14208'}
{'City': '2458', 'TotalValue': '14221'}
{'City': '2459', 'TotalValue': '14311'}
{'City': '2460', 'TotalValue': '14332'}
{'City': '2461', 'TotalValue': '14343'}
{'City': '2462', 'TotalValue': '14361'}
{'City': '2463', 'TotalValue': '14362'}
{'City': '2464', 'TotalValue': '14364'}
{'City': '2465', 'TotalValue': '14365'}
{'City': '2466', 'TotalValue': '15373'}
{'City': '2467', 'TotalValue': '15384'}
{'City': '2468', 'TotalValue': '15438'}
{'City': '2469', 'TotalValue': '15455'}
{'City': '2470', 'TotalValue': '15481'}
{'City': '2471', 'TotalValue': '15497'}
{'City': '2472', 'TotalValue': '15499'}
{'City': '2473', 'TotalValue': '15526'}
{'City': '2474', 'TotalValue': '15551'}
{'City': '2475', 'TotalValue': '15552'}
{'City': '2476', 'TotalValue': '15552'}
{'City': '2477', 'TotalValue': '15567'}
{'City': '2478', 'TotalValue': '15567'}
{'City': '2479', 'TotalValue': '15589'}
{'City': '2480', 'TotalValue': '15614'}
{'City': '2481', 'TotalValue': '15619'}
{'City': '2482', 'TotalValue': '15625'}
{'City': '2483', 'TotalValue': '15625'}
{'City': '2484', 'TotalValue': '15662'}
{'City': '2485', 'TotalValue': '15662'}
{'City': '2486', 'TotalValue': '15670'}
{'City': '2487', 'TotalValue': '15683'}
{'City': '2488', 'TotalValue': '15685'}
{'City': '2489', 'TotalValue': '15685'}
{'City': '2490', 'TotalValue': '15685'}
{'City': '2491', 'TotalValue': '15725'}
{'City': '2492', 'TotalValue': '14367'}
{'City': '2493', 'TotalValue': '14371'}
{'City': '2494', 'TotalValue': '14374'}
{'City': '2495', 'TotalValue': '14392'}
{'City': '2496', 'TotalValue': '14392'}
{'City': '2497', 'TotalValue': '14414'}
{'City': '2498', 'TotalValue': '14422'}
{'City': '2499', 'TotalValue': '14438'}
{'City': '2500', 'TotalValue': '14481'}
{'City': '2501', 'TotalValue': '14482'}
{'City': '2502', 'TotalValue': '14529'}
{'City': '2503', 'TotalValue': '14530'}
{'City': '2504', 'TotalValue': '14532'}
{'City': '2505', 'TotalValue': '14541'}
{'City': '2506', 'TotalValue': '14542'}
{'City': '2507', 'TotalValue': '14544'}
{'City': '2508', 'TotalValue': '14555'}
{'City': '2509', 'TotalValue': '14566'}
{'City': '2510', 'TotalValue': '14566'}
{'City': '2511', 'TotalValue': '14581'}
{'City': '2512', 'TotalValue': '14583'}
{'City': '2513', 'TotalValue': '14584'}
{'City': '2514', 'TotalValue': '14586'}
{'City': '2515', 'TotalValue': '14593'}
{'City': '2516', 'TotalValue': '14612'}
{'City': '2517', 'TotalValue': '14619'}
{'City': '2518', 'TotalValue': '14621'}
{'City': '2519', 'TotalValue': '14621'}
{'City': '2520', 'TotalValue': '14626'}
{'City': '2521', 'TotalValue': '15734'}
{'City': '2522', 'TotalValue': '15755'}
{'City': '2523', 'TotalValue': '15763'}
{'City': '2524', 'TotalValue': '15763'}
{'City': '2525', 'TotalValue': '15778'}
{'City': '2526', 'TotalValue': '15778'}
{'City': '2527', 'TotalValue': '15798'}
{'City': '2528', 'TotalValue': '15800'}
{'City': '2529', 'TotalValue': '15826'}
{'City': '2530', 'TotalValue': '15860'}
{'City': '2531', 'TotalValue': '15876'}
{'City': '2532', 'TotalValue': '15879'}
{'City': '2533', 'TotalValue': '15887'}
{'City': '2534', 'TotalValue': '15902'}
{'City': '2535', 'TotalValue': '15916'}
{'City': '2536', 'TotalValue': '15932'}
{'City': '2537', 'TotalValue': '15953'}
{'City': '2538', 'TotalValue': '15969'}
{'City': '2539', 'TotalValue': '15983'}
{'City': '2540', 'TotalValue': '16038'}
{'City': '2541', 'TotalValue': '16060'}
{'City': '2542', 'TotalValue': '16070'}
{'City': '2543', 'TotalValue': '16070'}
{'City': '2544', 'TotalValue': '16073'}
{'City': '2545', 'TotalValue': '16091'}
{'City': '2546', 'TotalValue': '16131'}
{'City': '2547', 'TotalValue': '14632'}
{'City': '2548', 'TotalValue': '14642'}
{'City': '2549', 'TotalValue': '14644'}
{'City': '2550', 'TotalValue': '14651'}
{'City': '2551', 'TotalValue': '14680'}
{'City': '2552', 'TotalValue': '14681'}
{'City': '2553', 'TotalValue': '14682'}
{'City': '2554', 'TotalValue': '14684'}
{'City': '2555', 'TotalValue': '14685'}
{'City': '2556', 'TotalValue': '14686'}
{'City': '2557', 'TotalValue': '14688'}
{'City': '2558', 'TotalValue': '14774'}
{'City': '2559', 'TotalValue': '14816'}
{'City': '2560', 'TotalValue': '14857'}
{'City': '2561', 'TotalValue': '14857'}
{'City': '2562', 'TotalValue': '14861'}
{'City': '2563', 'TotalValue': '15018'}
{'City': '2564', 'TotalValue': '15039'}
{'City': '2565', 'TotalValue': '15053'}
{'City': '2566', 'TotalValue': '15060'}
{'City': '2567', 'TotalValue': '15086'}
{'City': '2568', 'TotalValue': '15100'}
{'City': '2569', 'TotalValue': '15106'}
{'City': '2570', 'TotalValue': '15113'}
{'City': '2571', 'TotalValue': '15158'}
{'City': '2572', 'TotalValue': '15158'}
{'City': '2573', 'TotalValue': '15158'}
{'City': '2574', 'TotalValue': '16145'}
{'City': '2575', 'TotalValue': '16154'}
{'City': '2576', 'TotalValue': '16229'}
{'City': '2577', 'TotalValue': '16252'}
{'City': '2578', 'TotalValue': '16255'}
{'City': '2579', 'TotalValue': '16279'}
{'City': '2580', 'TotalValue': '16280'}
{'City': '2581', 'TotalValue': '16281'}
{'City': '2582', 'TotalValue': '16285'}
{'City': '2583', 'TotalValue': '16298'}
{'City': '2584', 'TotalValue': '16298'}
{'City': '2585', 'TotalValue': '16300'}
{'City': '2586', 'TotalValue': '16315'}
{'City': '2587', 'TotalValue': '16318'}
{'City': '2588', 'TotalValue': '16324'}
{'City': '2589', 'TotalValue': '16325'}
{'City': '2590', 'TotalValue': '16325'}
{'City': '2591', 'TotalValue': '16337'}
{'City': '2592', 'TotalValue': '16342'}
{'City': '2593', 'TotalValue': '16350'}
{'City': '2594', 'TotalValue': '16350'}
{'City': '2595', 'TotalValue': '16359'}
{'City': '2596', 'TotalValue': '16416'}
{'City': '2597', 'TotalValue': '16417'}
{'City': '2598', 'TotalValue': '16417'}
{'City': '2599', 'TotalValue': '16439'}
{'City': '2600', 'TotalValue': '15177'}
{'City': '2601', 'TotalValue': '15189'}
{'City': '2602', 'TotalValue': '15200'}
{'City': '2603', 'TotalValue': '15201'}
{'City': '2604', 'TotalValue': '15210'}
{'City': '2605', 'TotalValue': '15243'}
{'City': '2606', 'TotalValue': '15266'}
{'City': '2607', 'TotalValue': '15291'}
{'City': '2608', 'TotalValue': '15360'}
{'City': '2609', 'TotalValue': '15365'}
{'City': '2610', 'TotalValue': '15366'}
{'City': '2611', 'TotalValue': '15367'}
{'City': '2612', 'TotalValue': '15370'}
{'City': '2613', 'TotalValue': '15372'}
{'City': '2614', 'TotalValue': '15379'}
{'City': '2615', 'TotalValue': '15395'}
{'City': '2616', 'TotalValue': '15396'}
{'City': '2617', 'TotalValue': '15429'}
{'City': '2618', 'TotalValue': '15437'}
{'City': '2619', 'TotalValue': '15438'}
{'City': '2620', 'TotalValue': '15481'}
{'City': '2621', 'TotalValue': '15486'}
{'City': '2622', 'TotalValue': '15487'}
{'City': '2623', 'TotalValue': '15526'}
{'City': '2624', 'TotalValue': '15526'}
{'City': '2625', 'TotalValue': '15554'}
{'City': '2626', 'TotalValue': '15597'}
{'City': '2627', 'TotalValue': '15600'}
{'City': '2628', 'TotalValue': '15600'}
{'City': '2629', 'TotalValue': '15625'}
{'City': '2630', 'TotalValue': '15632'}
{'City': '2631', 'TotalValue': '15637'}
{'City': '2632', 'TotalValue': '15670'}
{'City': '2633', 'TotalValue': '15712'}
{'City': '2634', 'TotalValue': '15713'}
{'City': '2635', 'TotalValue': '15727'}
{'City': '2636', 'TotalValue': '15734'}
{'City': '2637', 'TotalValue': '15734'}
{'City': '2638', 'TotalValue': '15755'}
{'City': '2639', 'TotalValue': '15778'}
{'City': '2640', 'TotalValue': '15782'}
{'City': '2641', 'TotalValue': '15796'}
{'City': '2642', 'TotalValue': '15810'}
{'City': '2643', 'TotalValue': '15810'}
{'City': '2644', 'TotalValue': '15826'}
{'City': '2645', 'TotalValue': '15842'}
{'City': '2646', 'TotalValue': '15887'}
{'City': '2647', 'TotalValue': '15908'}
{'City': '2648', 'TotalValue': '15912'}
{'City': '2649', 'TotalValue': '15926'}
{'City': '2650', 'TotalValue': '15960'}
{'City': '2651', 'TotalValue': '15985'}
{'City': '2652', 'TotalValue': '16069'}
{'City': '2653', 'TotalValue': '16441'}
{'City': '2654', 'TotalValue': '16444'}
{'City': '2655', 'TotalValue': '16445'}
{'City': '2656', 'TotalValue': '16447'}
{'City': '2657', 'TotalValue': '16451'}
{'City': '2658', 'TotalValue': '16452'}
{'City': '2659', 'TotalValue': '16458'}
{'City': '2660', 'TotalValue': '16501'}
{'City': '2661', 'TotalValue': '16507'}
{'City': '2662', 'TotalValue': '16509'}
{'City': '2663', 'TotalValue': '16528'}
{'City': '2664', 'TotalValue': '16534'}
{'City': '2665', 'TotalValue': '16566'}
{'City': '2666', 'TotalValue': '16567'}
{'City': '2667', 'TotalValue': '16567'}
{'City': '2668', 'TotalValue': '16587'}
{'City': '2669', 'TotalValue': '16590'}
{'City': '2670', 'TotalValue': '16590'}
{'City': '2671', 'TotalValue': '16606'}
{'City': '2672', 'TotalValue': '16607'}
{'City': '2673', 'TotalValue': '16612'}
{'City': '2674', 'TotalValue': '16612'}
{'City': '2675', 'TotalValue': '16614'}
{'City': '2676', 'TotalValue': '16655'}
{'City': '2677', 'TotalValue': '16655'}
{'City': '2678', 'TotalValue': '16661'}
{'City': '2679', 'TotalValue': '16684'}
{'City': '2680', 'TotalValue': '16684'}
{'City': '2681', 'TotalValue': '16701'}
{'City': '2682', 'TotalValue': '16705'}
{'City': '2683', 'TotalValue': '16722'}
{'City': '2684', 'TotalValue': '16738'}
{'City': '2685', 'TotalValue': '16747'}
{'City': '2686', 'TotalValue': '16747'}
{'City': '2687', 'TotalValue': '16764'}
{'City': '2688', 'TotalValue': '16773'}
{'City': '2689', 'TotalValue': '16790'}
{'City': '2690', 'TotalValue': '16793'}
{'City': '2691', 'TotalValue': '16806'}
{'City': '2692', 'TotalValue': '16823'}
{'City': '2693', 'TotalValue': '16831'}
{'City': '2694', 'TotalValue': '16833'}
{'City': '2695', 'TotalValue': '16838'}
{'City': '2696', 'TotalValue': '16843'}
{'City': '2697', 'TotalValue': '16843'}
{'City': '2698', 'TotalValue': '16847'}
{'City': '2699', 'TotalValue': '16847'}
{'City': '2700', 'TotalValue': '16854'}
{'City': '2701', 'TotalValue': '16858'}
{'City': '2702', 'TotalValue': '16874'}
{'City': '2703', 'TotalValue': '16885'}
{'City': '2704', 'TotalValue': '16889'}
{'City': '2705', 'TotalValue': '16923'}
{'City': '2706', 'TotalValue': '16073'}
{'City': '2707', 'TotalValue': '16073'}
{'City': '2708', 'TotalValue': '16104'}
{'City': '2709', 'TotalValue': '16104'}
{'City': '2710', 'TotalValue': '16110'}
{'City': '2711', 'TotalValue': '16155'}
{'City': '2712', 'TotalValue': '16173'}
{'City': '2713', 'TotalValue': '16175'}
{'City': '2714', 'TotalValue': '16204'}
{'City': '2715', 'TotalValue': '16220'}
{'City': '2716', 'TotalValue': '16229'}
{'City': '2717', 'TotalValue': '16251'}
{'City': '2718', 'TotalValue': '16280'}
{'City': '2719', 'TotalValue': '16280'}
{'City': '2720', 'TotalValue': '16280'}
{'City': '2721', 'TotalValue': '16282'}
{'City': '2722', 'TotalValue': '16293'}
{'City': '2723', 'TotalValue': '16298'}
{'City': '2724', 'TotalValue': '16298'}
{'City': '2725', 'TotalValue': '16301'}
{'City': '2726', 'TotalValue': '16307'}
{'City': '2727', 'TotalValue': '16324'}
{'City': '2728', 'TotalValue': '16337'}
{'City': '2729', 'TotalValue': '16350'}
{'City': '2730', 'TotalValue': '16359'}
{'City': '2731', 'TotalValue': '16359'}
{'City': '2732', 'TotalValue': '16925'}
{'City': '2733', 'TotalValue': '16935'}
{'City': '2734', 'TotalValue': '16981'}
{'City': '2735', 'TotalValue': '16983'}
{'City': '2736', 'TotalValue': '16997'}
{'City': '2737', 'TotalValue': '17029'}
{'City': '2738', 'TotalValue': '17061'}
{'City': '2739', 'TotalValue': '17061'}
{'City': '2740', 'TotalValue': '17066'}
{'City': '2741', 'TotalValue': '17076'}
{'City': '2742', 'TotalValue': '17141'}
{'City': '2743', 'TotalValue': '17141'}
{'City': '2744', 'TotalValue': '17196'}
{'City': '2745', 'TotalValue': '17201'}
{'City': '2746', 'TotalValue': '17206'}
{'City': '2747', 'TotalValue': '17212'}
{'City': '2748', 'TotalValue': '17229'}
{'City': '2749', 'TotalValue': '17230'}
{'City': '2750', 'TotalValue': '17258'}
{'City': '2751', 'TotalValue': '17292'}
{'City': '2752', 'TotalValue': '17321'}
{'City': '2753', 'TotalValue': '17322'}
{'City': '2754', 'TotalValue': '17323'}
{'City': '2755', 'TotalValue': '17345'}
{'City': '2756', 'TotalValue': '17359'}
{'City': '2757', 'TotalValue': '17372'}
{'City': '2758', 'TotalValue': '16427'}
{'City': '2759', 'TotalValue': '16431'}
{'City': '2760', 'TotalValue': '16431'}
{'City': '2761', 'TotalValue': '16441'}
{'City': '2762', 'TotalValue': '16444'}
{'City': '2763', 'TotalValue': '16444'}
{'City': '2764', 'TotalValue': '16446'}
{'City': '2765', 'TotalValue': '16458'}
{'City': '2766', 'TotalValue': '16458'}
{'City': '2767', 'TotalValue': '16459'}
{'City': '2768', 'TotalValue': '16489'}
{'City': '2769', 'TotalValue': '16501'}
{'City': '2770', 'TotalValue': '16507'}
{'City': '2771', 'TotalValue': '16507'}
{'City': '2772', 'TotalValue': '16509'}
{'City': '2773', 'TotalValue': '16509'}
{'City': '2774', 'TotalValue': '16524'}
{'City': '2775', 'TotalValue': '16528'}
{'City': '2776', 'TotalValue': '16566'}
{'City': '2777', 'TotalValue': '16572'}
{'City': '2778', 'TotalValue': '16572'}
{'City': '2779', 'TotalValue': '16577'}
{'City': '2780', 'TotalValue': '16592'}
{'City': '2781', 'TotalValue': '16611'}
{'City': '2782', 'TotalValue': '16649'}
{'City': '2783', 'TotalValue': '16676'}
{'City': '2784', 'TotalValue': '17415'}
{'City': '2785', 'TotalValue': '17474'}
{'City': '2786', 'TotalValue': '17474'}
{'City': '2787', 'TotalValue': '17490'}
{'City': '2788', 'TotalValue': '17491'}
{'City': '2789', 'TotalValue': '17496'}
{'City': '2790', 'TotalValue': '17496'}
{'City': '2791', 'TotalValue': '17526'}
{'City': '2792', 'TotalValue': '17526'}
{'City': '2793', 'TotalValue': '17533'}
{'City': '2794', 'TotalValue': '17539'}
{'City': '2795', 'TotalValue': '17552'}
{'City': '2796', 'TotalValue': '17557'}
{'City': '2797', 'TotalValue': '17572'}
{'City': '2798', 'TotalValue': '17575'}
{'City': '2799', 'TotalValue': '17579'}
{'City': '2800', 'TotalValue': '17583'}
{'City': '2801', 'TotalValue': '17583'}
{'City': '2802', 'TotalValue': '17583'}
{'City': '2803', 'TotalValue': '17612'}
{'City': '2804', 'TotalValue': '17617'}
{'City': '2805', 'TotalValue': '17640'}
{'City': '2806', 'TotalValue': '17652'}
{'City': '2807', 'TotalValue': '17657'}
{'City': '2808', 'TotalValue': '17662'}
{'City': '2809', 'TotalValue': '17689'}
{'City': '2810', 'TotalValue': '17740'}
{'City': '2811', 'TotalValue': '17744'}
{'City': '2812', 'TotalValue': '17767'}
{'City': '2813', 'TotalValue': '17798'}
{'City': '2814', 'TotalValue': '17804'}
{'City': '2815', 'TotalValue': '17842'}
{'City': '2816', 'TotalValue': '17855'}
{'City': '2817', 'TotalValue': '17871'}
{'City': '2818', 'TotalValue': '17884'}
{'City': '2819', 'TotalValue': '17894'}
{'City': '2820', 'TotalValue': '17911'}
{'City': '2821', 'TotalValue': '17911'}
{'City': '2822', 'TotalValue': '17917'}
{'City': '2823', 'TotalValue': '17921'}
{'City': '2824', 'TotalValue': '17931'}
{'City': '2825', 'TotalValue': '17968'}
{'City': '2826', 'TotalValue': '17993'}
{'City': '2827', 'TotalValue': '18008'}
{'City': '2828', 'TotalValue': '18009'}
{'City': '2829', 'TotalValue': '18029'}
{'City': '2830', 'TotalValue': '18060'}
{'City': '2831', 'TotalValue': '18060'}
{'City': '2832', 'TotalValue': '18096'}
{'City': '2833', 'TotalValue': '18098'}
{'City': '2834', 'TotalValue': '18101'}
{'City': '2835', 'TotalValue': '18107'}
{'City': '2836', 'TotalValue': '16681'}
{'City': '2837', 'TotalValue': '16717'}
{'City': '2838', 'TotalValue': '16738'}
{'City': '2839', 'TotalValue': '16738'}
{'City': '2840', 'TotalValue': '16747'}
{'City': '2841', 'TotalValue': '16747'}
{'City': '2842', 'TotalValue': '16749'}
{'City': '2843', 'TotalValue': '16749'}
{'City': '2844', 'TotalValue': '16790'}
{'City': '2845', 'TotalValue': '16802'}
{'City': '2846', 'TotalValue': '16823'}
{'City': '2847', 'TotalValue': '16847'}
{'City': '2848', 'TotalValue': '16847'}
{'City': '2849', 'TotalValue': '16850'}
{'City': '2850', 'TotalValue': '16853'}
{'City': '2851', 'TotalValue': '16858'}
{'City': '2852', 'TotalValue': '16885'}
{'City': '2853', 'TotalValue': '16888'}
{'City': '2854', 'TotalValue': '16894'}
{'City': '2855', 'TotalValue': '16908'}
{'City': '2856', 'TotalValue': '16927'}
{'City': '2857', 'TotalValue': '16970'}
{'City': '2858', 'TotalValue': '16981'}
{'City': '2859', 'TotalValue': '16997'}
{'City': '2860', 'TotalValue': '17006'}
{'City': '2861', 'TotalValue': '17029'}
{'City': '2862', 'TotalValue': '18113'}
{'City': '2863', 'TotalValue': '18115'}
{'City': '2864', 'TotalValue': '18133'}
{'City': '2865', 'TotalValue': '18174'}
{'City': '2866', 'TotalValue': '18184'}
{'City': '2867', 'TotalValue': '18186'}
{'City': '2868', 'TotalValue': '18187'}
{'City': '2869', 'TotalValue': '18194'}
{'City': '2870', 'TotalValue': '18266'}
{'City': '2871', 'TotalValue': '18266'}
{'City': '2872', 'TotalValue': '18277'}
{'City': '2873', 'TotalValue': '18285'}
{'City': '2874', 'TotalValue': '18285'}
{'City': '2875', 'TotalValue': '18286'}
{'City': '2876', 'TotalValue': '18308'}
{'City': '2877', 'TotalValue': '18308'}
{'City': '2878', 'TotalValue': '18318'}
{'City': '2879', 'TotalValue': '18324'}
{'City': '2880', 'TotalValue': '18349'}
{'City': '2881', 'TotalValue': '18351'}
{'City': '2882', 'TotalValue': '18367'}
{'City': '2883', 'TotalValue': '18369'}
{'City': '2884', 'TotalValue': '18370'}
{'City': '2885', 'TotalValue': '18373'}
{'City': '2886', 'TotalValue': '18376'}
{'City': '2887', 'TotalValue': '18386'}
{'City': '2888', 'TotalValue': '18411'}
{'City': '2889', 'TotalValue': '18413'}
{'City': '2890', 'TotalValue': '18446'}
{'City': '2891', 'TotalValue': '18448'}
{'City': '2892', 'TotalValue': '18448'}
{'City': '2893', 'TotalValue': '18452'}
{'City': '2894', 'TotalValue': '18476'}
{'City': '2895', 'TotalValue': '18506'}
{'City': '2896', 'TotalValue': '18526'}
{'City': '2897', 'TotalValue': '18530'}
{'City': '2898', 'TotalValue': '18532'}
{'City': '2899', 'TotalValue': '18535'}
{'City': '2900', 'TotalValue': '18542'}
{'City': '2901', 'TotalValue': '18549'}
{'City': '2902', 'TotalValue': '18566'}
{'City': '2903', 'TotalValue': '18591'}
{'City': '2904', 'TotalValue': '18598'}
{'City': '2905', 'TotalValue': '18609'}
{'City': '2906', 'TotalValue': '18627'}
{'City': '2907', 'TotalValue': '18632'}
{'City': '2908', 'TotalValue': '18632'}
{'City': '2909', 'TotalValue': '18644'}
{'City': '2910', 'TotalValue': '18646'}
{'City': '2911', 'TotalValue': '18650'}
{'City': '2912', 'TotalValue': '18678'}
{'City': '2913', 'TotalValue': '18705'}
{'City': '2914', 'TotalValue': '17057'}
{'City': '2915', 'TotalValue': '17076'}
{'City': '2916', 'TotalValue': '17076'}
{'City': '2917', 'TotalValue': '17088'}
{'City': '2918', 'TotalValue': '17088'}
{'City': '2919', 'TotalValue': '17098'}
{'City': '2920', 'TotalValue': '17110'}
{'City': '2921', 'TotalValue': '17116'}
{'City': '2922', 'TotalValue': '17136'}
{'City': '2923', 'TotalValue': '17144'}
{'City': '2924', 'TotalValue': '17159'}
{'City': '2925', 'TotalValue': '17159'}
{'City': '2926', 'TotalValue': '17170'}
{'City': '2927', 'TotalValue': '17202'}
{'City': '2928', 'TotalValue': '17212'}
{'City': '2929', 'TotalValue': '17234'}
{'City': '2930', 'TotalValue': '17254'}
{'City': '2931', 'TotalValue': '17262'}
{'City': '2932', 'TotalValue': '17282'}
{'City': '2933', 'TotalValue': '17301'}
{'City': '2934', 'TotalValue': '17302'}
{'City': '2935', 'TotalValue': '17308'}
{'City': '2936', 'TotalValue': '17323'}
{'City': '2937', 'TotalValue': '17323'}
{'City': '2938', 'TotalValue': '17339'}
{'City': '2939', 'TotalValue': '17372'}
{'City': '2940', 'TotalValue': '17415'}
{'City': '2941', 'TotalValue': '17429'}
{'City': '2942', 'TotalValue': '17429'}
{'City': '2943', 'TotalValue': '17431'}
{'City': '2944', 'TotalValue': '17500'}
{'City': '2945', 'TotalValue': '17500'}
{'City': '2946', 'TotalValue': '17526'}
{'City': '2947', 'TotalValue': '17527'}
{'City': '2948', 'TotalValue': '17533'}
{'City': '2949', 'TotalValue': '17533'}
{'City': '2950', 'TotalValue': '17548'}
{'City': '2951', 'TotalValue': '17557'}
{'City': '2952', 'TotalValue': '17557'}
{'City': '2953', 'TotalValue': '17570'}
{'City': '2954', 'TotalValue': '17573'}
{'City': '2955', 'TotalValue': '17576'}
{'City': '2956', 'TotalValue': '17593'}
{'City': '2957', 'TotalValue': '17612'}
{'City': '2958', 'TotalValue': '17636'}
{'City': '2959', 'TotalValue': '17636'}
{'City': '2960', 'TotalValue': '17640'}
{'City': '2961', 'TotalValue': '17657'}
{'City': '2962', 'TotalValue': '17660'}
{'City': '2963', 'TotalValue': '17665'}
{'City': '2964', 'TotalValue': '17672'}
{'City': '2965', 'TotalValue': '17798'}
{'City': '2966', 'TotalValue': '18723'}
{'City': '2967', 'TotalValue': '18733'}
{'City': '2968', 'TotalValue': '18743'}
{'City': '2969', 'TotalValue': '18744'}
{'City': '2970', 'TotalValue': '18745'}
{'City': '2971', 'TotalValue': '18745'}
{'City': '2972', 'TotalValue': '18749'}
{'City': '2973', 'TotalValue': '18750'}
{'City': '2974', 'TotalValue': '18760'}
{'City': '2975', 'TotalValue': '18773'}
{'City': '2976', 'TotalValue': '18797'}
{'City': '2977', 'TotalValue': '18808'}
{'City': '2978', 'TotalValue': '18820'}
{'City': '2979', 'TotalValue': '18829'}
{'City': '2980', 'TotalValue': '18846'}
{'City': '2981', 'TotalValue': '18862'}
{'City': '2982', 'TotalValue': '18865'}
{'City': '2983', 'TotalValue': '18865'}
{'City': '2984', 'TotalValue': '18868'}
{'City': '2985', 'TotalValue': '18871'}
{'City': '2986', 'TotalValue': '18884'}
{'City': '2987', 'TotalValue': '18916'}
{'City': '2988', 'TotalValue': '18931'}
{'City': '2989', 'TotalValue': '18938'}
{'City': '2990', 'TotalValue': '18994'}
{'City': '2991', 'TotalValue': '18995'}
{'City': '2992', 'TotalValue': '18999'}
{'City': '2993', 'TotalValue': '17798'}
{'City': '2994', 'TotalValue': '17798'}
{'City': '2995', 'TotalValue': '17798'}
{'City': '2996', 'TotalValue': '17802'}
{'City': '2997', 'TotalValue': '17804'}
{'City': '2998', 'TotalValue': '17804'}
{'City': '2999', 'TotalValue': '17876'}
{'City': '3000', 'TotalValue': '17877'}
{'City': '3001', 'TotalValue': '17893'}
{'City': '3002', 'TotalValue': '17897'}
{'City': '3003', 'TotalValue': '17897'}
{'City': '3004', 'TotalValue': '17897'}
{'City': '3005', 'TotalValue': '17907'}
{'City': '3006', 'TotalValue': '17908'}
{'City': '3007', 'TotalValue': '17908'}
{'City': '3008', 'TotalValue': '17911'}
{'City': '3009', 'TotalValue': '17930'}
{'City': '3010', 'TotalValue': '17935'}
{'City': '3011', 'TotalValue': '17936'}
{'City': '3012', 'TotalValue': '17936'}
{'City': '3013', 'TotalValue': '17941'}
{'City': '3014', 'TotalValue': '17971'}
{'City': '3015', 'TotalValue': '17988'}
{'City': '3016', 'TotalValue': '17988'}
{'City': '3017', 'TotalValue': '18000'}
{'City': '3018', 'TotalValue': '18020'}
{'City': '3019', 'TotalValue': '19026'}
{'City': '3020', 'TotalValue': '19044'}
{'City': '3021', 'TotalValue': '19052'}
{'City': '3022', 'TotalValue': '19077'}
{'City': '3023', 'TotalValue': '19078'}
